"Notes"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"13 years"	"13"	"2018"	"2018"	63	4156887	1.5
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"13 years"	"13"	"2019"	"2019"	48	4175221	1.1
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"13 years"	"13"	"2020"	"2020"	60	4219921	1.4
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"13 years"	"13"	"2021"	"2021"	59	4442581	1.3
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"13 years"	"13"	"2022 "	"2022"	56	4240884	1.3
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"14 years"	"14"	"2018"	"2018"	96	4167071	2.3
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"14 years"	"14"	"2019"	"2019"	86	4164459	2.1
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"14 years"	"14"	"2020"	"2020"	110	4186358	2.6
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"14 years"	"14"	"2021"	"2021"	114	4432993	2.6
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"14 years"	"14"	"2022 "	"2022"	91	4403033	2.1
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"15 years"	"15"	"2018"	"2018"	138	4141218	3.3
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"15 years"	"15"	"2019"	"2019"	123	4175459	2.9
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"15 years"	"15"	"2020"	"2020"	142	4175920	3.4
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"15 years"	"15"	"2021"	"2021"	164	4355926	3.8
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"15 years"	"15"	"2022 "	"2022"	131	4396566	3.0
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"16 years"	"16"	"2018"	"2018"	161	4130744	3.9
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"16 years"	"16"	"2019"	"2019"	169	4150420	4.1
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"16 years"	"16"	"2020"	"2020"	177	4187874	4.2
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"16 years"	"16"	"2021"	"2021"	206	4310462	4.8
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"16 years"	"16"	"2022 "	"2022"	170	4325808	3.9
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"17 years"	"17"	"2018"	"2018"	223	4241936	5.3
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"17 years"	"17"	"2019"	"2019"	193	4142425	4.7
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"17 years"	"17"	"2020"	"2020"	178	4164893	4.3
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"17 years"	"17"	"2021"	"2021"	221	4333375	5.1
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"17 years"	"17"	"2022 "	"2022"	205	4291066	4.8
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"18 years"	"18"	"2018"	"2018"	278	4319722	6.4
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"18 years"	"18"	"2019"	"2019"	232	4255827	5.5
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"18 years"	"18"	"2020"	"2020"	249	4159857	6.0
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"18 years"	"18"	"2021"	"2021"	251	4292780	5.8
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"18 years"	"18"	"2022 "	"2022"	252	4326642	5.8
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"19 years"	"19"	"2018"	"2018"	294	4263601	6.9
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"19 years"	"19"	"2019"	"2019"	278	4330439	6.4
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"19 years"	"19"	"2020"	"2020"	323	4272385	7.6
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"19 years"	"19"	"2021"	"2021"	343	4272123	8.0
	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"19 years"	"19"	"2022 "	"2022"	305	4295710	7.1
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"9 years"	"9"	"2019"	"2019"	10	4061874	Unreliable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"9 years"	"9"	"2020"	"2020"	14	4078668	Unreliable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"10 years"	"10"	"2018"	"2018"	20	4184077	0.5
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"10 years"	"10"	"2019"	"2019"	14	4060940	Unreliable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"10 years"	"10"	"2020"	"2020"	18	4074173	Unreliable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"10 years"	"10"	"2021"	"2021"	18	4103489	Unreliable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"11 years"	"11"	"2018"	"2018"	45	4203007	1.1
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"11 years"	"11"	"2019"	"2019"	29	4189261	0.7
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"11 years"	"11"	"2020"	"2020"	28	4072994	0.7
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"11 years"	"11"	"2021"	"2021"	28	4189406	0.7
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"11 years"	"11"	"2022 "	"2022"	18	4068564	Unreliable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"12 years"	"12"	"2018"	"2018"	68	4168485	1.6
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"12 years"	"12"	"2019"	"2019"	71	4208387	1.7
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"12 years"	"12"	"2020"	"2020"	60	4200977	1.4
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"12 years"	"12"	"2021"	"2021"	69	4279315	1.6
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"12 years"	"12"	"2022 "	"2022"	68	4152811	1.6
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"13 years"	"13"	"2018"	"2018"	101	4156887	2.4
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"13 years"	"13"	"2019"	"2019"	126	4175221	3.0
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"13 years"	"13"	"2020"	"2020"	112	4219921	2.7
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"13 years"	"13"	"2021"	"2021"	99	4442581	2.2
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"13 years"	"13"	"2022 "	"2022"	92	4240884	2.2
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"14 years"	"14"	"2018"	"2018"	160	4167071	3.8
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"14 years"	"14"	"2019"	"2019"	122	4164459	2.9
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"14 years"	"14"	"2020"	"2020"	139	4186358	3.3
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"14 years"	"14"	"2021"	"2021"	149	4432993	3.4
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"14 years"	"14"	"2022 "	"2022"	135	4403033	3.1
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"15 years"	"15"	"2018"	"2018"	222	4141218	5.4
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"15 years"	"15"	"2019"	"2019"	162	4175459	3.9
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"15 years"	"15"	"2020"	"2020"	181	4175920	4.3
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"15 years"	"15"	"2021"	"2021"	154	4355926	3.5
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"15 years"	"15"	"2022 "	"2022"	160	4396566	3.6
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"16 years"	"16"	"2018"	"2018"	241	4130744	5.8
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"16 years"	"16"	"2019"	"2019"	213	4150420	5.1
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"16 years"	"16"	"2020"	"2020"	207	4187874	4.9
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"16 years"	"16"	"2021"	"2021"	183	4310462	4.2
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"16 years"	"16"	"2022 "	"2022"	195	4325808	4.5
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"17 years"	"17"	"2018"	"2018"	244	4241936	5.8
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"17 years"	"17"	"2019"	"2019"	240	4142425	5.8
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"17 years"	"17"	"2020"	"2020"	193	4164893	4.6
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"17 years"	"17"	"2021"	"2021"	232	4333375	5.4
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"17 years"	"17"	"2022 "	"2022"	219	4291066	5.1
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"18 years"	"18"	"2018"	"2018"	276	4319722	6.4
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"18 years"	"18"	"2019"	"2019"	278	4255827	6.5
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"18 years"	"18"	"2020"	"2020"	249	4159857	6.0
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"18 years"	"18"	"2021"	"2021"	278	4292780	6.5
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"18 years"	"18"	"2022 "	"2022"	266	4326642	6.1
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"19 years"	"19"	"2018"	"2018"	327	4263601	7.7
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"19 years"	"19"	"2019"	"2019"	322	4330439	7.4
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"19 years"	"19"	"2020"	"2020"	317	4272385	7.4
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"19 years"	"19"	"2021"	"2021"	311	4272123	7.3
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"19 years"	"19"	"2022 "	"2022"	261	4295710	6.1
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"1 year"	"1"	"2018"	"2018"	134	3912900	3.4
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"1 year"	"1"	"2019"	"2019"	109	3829599	2.8
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"1 year"	"1"	"2020"	"2020"	116	3773884	3.1
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"1 year"	"1"	"2021"	"2021"	114	3702936	3.1
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"1 year"	"1"	"2022 "	"2022"	117	3588817	3.3
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"2 years"	"2"	"2018"	"2018"	124	3991437	3.1
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"2 years"	"2"	"2019"	"2019"	82	3922044	2.1
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"2 years"	"2"	"2020"	"2020"	76	3853025	2.0
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"2 years"	"2"	"2021"	"2021"	87	3767428	2.3
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"2 years"	"2"	"2022 "	"2022"	80	3693362	2.2
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"3 years"	"3"	"2018"	"2018"	56	4036562	1.4
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"3 years"	"3"	"2019"	"2019"	60	3998665	1.5
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"3 years"	"3"	"2020"	"2020"	67	3921526	1.7
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"3 years"	"3"	"2021"	"2021"	53	3856743	1.4
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"3 years"	"3"	"2022 "	"2022"	74	3742836	2.0
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"4 years"	"4"	"2018"	"2018"	39	4021168	1.0
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"4 years"	"4"	"2019"	"2019"	33	4043323	0.8
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"4 years"	"4"	"2020"	"2020"	52	4017847	1.3
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"4 years"	"4"	"2021"	"2021"	55	3935738	1.4
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"4 years"	"4"	"2022 "	"2022"	72	3830225	1.9
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"5 years"	"5"	"2018"	"2018"	32	4010118	0.8
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"5 years"	"5"	"2019"	"2019"	46	4028281	1.1
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"5 years"	"5"	"2020"	"2020"	43	4054336	1.1
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"5 years"	"5"	"2021"	"2021"	52	4040153	1.3
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"5 years"	"5"	"2022 "	"2022"	51	3907298	1.3
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"6 years"	"6"	"2018"	"2018"	25	4015259	0.6
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"6 years"	"6"	"2019"	"2019"	29	4017227	0.7
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"6 years"	"6"	"2020"	"2020"	35	4040169	0.9
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"6 years"	"6"	"2021"	"2021"	39	4076629	1.0
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"6 years"	"6"	"2022 "	"2022"	35	4008898	0.9
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"7 years"	"7"	"2018"	"2018"	24	4059363	0.6
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"7 years"	"7"	"2019"	"2019"	28	4022319	0.7
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"7 years"	"7"	"2020"	"2020"	31	4029753	0.8
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"7 years"	"7"	"2021"	"2021"	35	4064596	0.9
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"7 years"	"7"	"2022 "	"2022"	25	4043729	0.6
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"8 years"	"8"	"2018"	"2018"	22	4055624	0.5
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"8 years"	"8"	"2019"	"2019"	23	4066194	0.6
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"8 years"	"8"	"2020"	"2020"	35	4034785	0.9
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"8 years"	"8"	"2021"	"2021"	34	4051555	0.8
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"8 years"	"8"	"2022 "	"2022"	42	4031341	1.0
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"9 years"	"9"	"2018"	"2018"	18	4055278	Unreliable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"9 years"	"9"	"2019"	"2019"	29	4061874	0.7
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"9 years"	"9"	"2020"	"2020"	25	4078668	0.6
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"9 years"	"9"	"2021"	"2021"	28	4058615	0.7
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"9 years"	"9"	"2022 "	"2022"	27	4017929	0.7
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"10 years"	"10"	"2018"	"2018"	26	4184077	0.6
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"10 years"	"10"	"2019"	"2019"	26	4060940	0.6
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"10 years"	"10"	"2020"	"2020"	36	4074173	0.9
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"10 years"	"10"	"2021"	"2021"	31	4103489	0.8
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"10 years"	"10"	"2022 "	"2022"	43	4024547	1.1
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"11 years"	"11"	"2018"	"2018"	16	4203007	Unreliable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"11 years"	"11"	"2019"	"2019"	26	4189261	0.6
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"11 years"	"11"	"2020"	"2020"	44	4072994	1.1
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"11 years"	"11"	"2021"	"2021"	28	4189406	0.7
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"11 years"	"11"	"2022 "	"2022"	41	4068564	1.0
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"12 years"	"12"	"2018"	"2018"	24	4168485	0.6
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"12 years"	"12"	"2019"	"2019"	25	4208387	0.6
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"12 years"	"12"	"2020"	"2020"	51	4200977	1.2
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"12 years"	"12"	"2021"	"2021"	32	4279315	0.7
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"12 years"	"12"	"2022 "	"2022"	51	4152811	1.2
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"13 years"	"13"	"2018"	"2018"	28	4156887	0.7
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"13 years"	"13"	"2019"	"2019"	36	4175221	0.9
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"13 years"	"13"	"2020"	"2020"	52	4219921	1.2
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"13 years"	"13"	"2021"	"2021"	65	4442581	1.5
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"13 years"	"13"	"2022 "	"2022"	74	4240884	1.7
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"14 years"	"14"	"2018"	"2018"	74	4167071	1.8
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"14 years"	"14"	"2019"	"2019"	78	4164459	1.9
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"14 years"	"14"	"2020"	"2020"	102	4186358	2.4
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"14 years"	"14"	"2021"	"2021"	142	4432993	3.2
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"14 years"	"14"	"2022 "	"2022"	157	4403033	3.6
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"15 years"	"15"	"2018"	"2018"	135	4141218	3.3
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"15 years"	"15"	"2019"	"2019"	138	4175459	3.3
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"15 years"	"15"	"2020"	"2020"	211	4175920	5.1
